,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,emotion,id
0,0.0,0.0,0.76,0.0,1.12,2.75,2.43,1.7,0.65,0.82,0.0,0.0,1.31,0.0,2.27,1.7,0.98,2,02-03-pn2128
0,2.78,2.41,0.0,2.34,0.08,0.0,0.0,0.38,1.33,1.05,0.0,0.0,0.79,0.08,1.86,1.22,0.0,6,06-24-pn7966
0,0.02,0.23,0.0,0.0,0.0,0.39,0.0,0.0,0.46,0.0,0.0,0.0,0.05,0.0,0.96,2.4,0.36,2,02-23-pn4728
0,0.07,0.76,0.0,0.0,2.3,2.04,1.78,2.99,2.67,1.67,0.0,0.0,0.0,0.0,3.45,1.03,0.7,3,03-07-pn8836
0,0.15,0.0,2.06,0.0,1.13,2.55,2.88,1.57,0.39,0.0,0.91,0.0,0.45,0.0,2.77,2.16,0.0,7,07-12-pn4396
0,0.0,0.0,0.03,0.71,0.06,0.0,1.42,1.64,0.32,0.0,0.82,0.0,0.0,0.0,2.03,1.12,0.0,8,08-13-pn6323
0,0.0,0.08,0.0,0.0,1.11,1.41,0.59,1.92,2.75,2.05,0.37,0.0,0.54,0.0,2.71,0.57,0.6,3,03-15-pn1126
0,2.97,1.73,0.0,1.99,0.07,0.12,0.0,1.22,1.78,1.03,0.11,0.47,1.0,0.2,2.09,1.1,0.0,6,06-24-pn5166
0,0.21,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.6,0.0,1.31,1.5,0.25,4,04-14-pn2214
0,1.43,0.08,1.85,1.08,1.24,3.28,1.7,2.31,0.46,0.28,1.1,0.53,0.0,0.0,1.4,2.01,0.11,7,07-08-pn3241
0,0.25,0.0,2.14,0.36,0.23,1.11,1.03,0.76,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.79,0.26,7,07-07-pn4271
0,0.4,0.0,0.43,0.17,0.0,1.06,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.63,1.3,0.0,8,08-12-pn1399
0,1.82,3.12,0.0,1.61,0.0,0.15,0.0,0.0,0.39,0.21,0.48,0.0,0.03,0.35,0.19,0.0,0.37,8,08-08-pn5597
0,0.0,0.0,0.99,0.0,0.31,1.56,0.16,0.78,0.14,0.65,0.0,0.0,1.02,0.0,1.28,1.31,0.86,2,02-01-pn9482
0,0.0,0.0,0.0,0.0,0.0,0.12,0.51,0.37,0.0,0.03,0.16,0.0,0.0,0.0,1.71,1.4,0.2,1,01-07-pn6909
0,0.5,0.69,0.0,2.78,0.0,0.0,0.5,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.76,0.97,0.0,5,05-20-pn3256
0,0.0,0.06,0.0,0.0,0.53,1.22,0.96,2.32,0.51,0.0,0.16,0.0,0.0,0.0,1.8,1.06,0.18,5,05-16-pn5460
0,0.0,0.11,0.0,0.3,0.0,0.68,0.06,0.0,0.0,0.0,0.94,0.0,0.58,0.0,0.0,0.0,0.23,5,05-10-pn6587
0,1.94,2.35,0.3,1.18,0.02,0.0,0.53,1.34,0.5,0.97,0.14,0.72,0.0,0.0,1.85,2.06,0.0,4,04-08-pn2032
0,0.0,1.61,0.0,0.7,0.64,1.26,0.69,0.27,0.43,0.35,0.76,0.0,0.0,0.0,1.48,0.9,3.07,8,08-19-pn2418
0,0.08,1.67,0.0,0.0,1.09,2.56,1.62,1.72,1.01,0.01,0.02,0.2,0.0,0.0,2.01,0.74,1.5,3,03-16-pn1671
0,2.19,2.6,0.41,0.46,0.15,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,2.97,2,02-09-pn3571
0,1.25,1.54,1.42,0.5,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.75,0.0,6,06-09-pn8644
0,0.0,0.27,0.0,1.01,0.0,0.0,0.11,0.0,0.0,0.0,1.04,0.0,0.49,0.0,0.2,1.18,0.0,6,06-13-pn6786
0,0.0,0.0,0.63,0.0,2.33,1.21,0.12,2.5,3.22,1.3,0.2,0.0,1.19,0.0,4.49,1.08,0.36,3,03-06-pn8409
0,1.04,0.7,1.83,0.67,0.0,1.02,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.84,0.0,5,05-09-pn6964
0,1.34,1.55,1.27,1.13,0.0,0.94,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.27,1.73,0.0,6,06-09-pn8642
0,0.0,0.07,0.0,0.8,0.68,1.05,1.25,0.1,0.36,0.58,0.77,0.13,0.0,0.0,1.76,0.76,0.47,2,02-19-pn7167
0,0.0,0.0,1.0,0.0,0.19,1.48,0.16,0.04,0.0,0.37,0.0,0.0,1.02,0.02,0.17,1.27,1.38,2,02-01-pn2791
0,1.04,0.82,1.88,0.11,0.0,0.14,0.02,0.74,0.45,0.0,0.01,0.0,0.0,0.0,1.77,0.48,0.0,6,06-02-pn9015
0,0.15,0.82,0.23,0.0,0.0,0.0,0.0,0.0,0.5,1.47,0.0,2.06,0.06,1.34,0.1,1.4,4.02,4,04-23-pn4660
0,0.0,0.0,1.35,0.0,1.18,2.49,2.49,2.29,0.0,1.18,1.54,1.04,1.46,0.33,1.87,0.52,0.0,7,07-14-pn3859
0,0.93,1.31,0.0,0.3,0.0,0.6,0.0,0.32,0.51,1.37,1.43,0.41,1.19,0.0,1.72,0.9,0.29,4,04-15-pn9397
0,1.47,0.0,0.87,0.35,0.0,0.83,0.08,0.17,0.0,0.0,0.28,0.0,0.0,0.0,0.41,0.43,0.69,4,04-22-pn8223
0,0.0,1.16,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.57,0.0,0.81,1.11,0.03,1,01-10-pn22
0,2.4,3.57,0.0,5.0,0.0,0.0,0.0,0.0,0.01,0.36,0.04,0.02,1.44,0.0,2.29,1.11,0.0,8,08-04-pn4714
0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1,01-02-pn2379
0,1.75,1.42,0.77,3.17,0.0,0.0,0.24,0.0,0.0,0.29,0.33,1.01,0.91,0.0,1.59,1.79,0.0,7,07-04-pn578
0,0.0,0.36,0.0,0.04,0.0,0.2,0.0,0.0,0.13,0.0,0.07,0.0,0.0,0.2,0.0,2.09,0.49,2,02-23-pn2150
0,0.09,0.32,0.28,0.0,0.0,0.81,1.44,0.55,0.0,0.0,0.68,0.16,0.39,0.0,0.1,0.41,0.85,2,02-03-pn4942
0,0.88,0.67,0.42,0.37,0.0,0.0,0.07,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,1,01-09-pn6759
0,0.12,0.0,0.0,0.44,0.0,0.28,0.56,0.0,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.02,0.7,5,05-22-pn6375
0,0.02,0.0,1.3,0.0,0.0,0.9,0.0,0.15,0.0,0.48,0.0,0.09,0.82,0.0,2.33,3.02,0.31,6,06-01-pn5476
0,0.0,0.0,0.64,0.0,0.0,1.48,0.77,1.32,0.15,0.0,0.15,0.0,0.0,0.03,2.24,0.72,1.58,5,05-22-pn6377
0,0.16,0.0,0.0,0.38,0.0,0.23,0.62,0.0,0.0,0.0,0.56,0.05,0.0,0.0,0.0,0.16,0.37,1,01-22-pn9528
0,2.54,3.37,0.0,0.17,0.0,1.66,0.0,0.0,0.69,0.0,0.18,0.0,0.13,0.26,2.79,0.58,0.19,2,02-04-pn1981
0,0.0,0.28,0.0,0.0,0.95,0.7,0.85,1.19,1.9,2.26,0.7,0.0,0.55,0.0,2.4,0.44,1.04,3,03-15-pn6051
0,0.0,0.05,0.0,0.46,0.0,0.0,0.52,0.16,0.09,0.4,0.69,0.68,0.44,0.0,0.0,1.04,0.0,5,05-13-pn4692
0,0.0,0.0,0.0,0.0,2.0,2.42,0.44,2.08,3.61,1.29,0.12,0.0,0.39,0.0,2.82,0.0,0.0,3,03-02-pn2747
0,0.08,0.0,0.0,0.82,1.42,0.4,0.0,1.89,3.48,1.78,0.0,0.0,0.6,0.0,3.19,0.75,0.0,3,03-24-pn8938
0,0.0,0.21,1.55,0.0,0.0,0.0,0.0,0.43,0.07,0.0,0.0,0.0,0.0,0.0,1.56,1.12,0.0,4,04-02-pn8285
0,0.54,0.45,0.0,1.02,0.0,0.0,0.0,0.0,0.28,0.3,1.06,0.78,0.0,0.39,0.03,1.39,0.03,6,06-23-pn7425
0,0.0,0.0,0.0,0.48,0.0,0.51,0.58,0.32,0.0,0.0,0.23,0.0,0.0,0.0,1.11,1.47,0.26,1,01-22-pn3212
0,1.01,0.0,1.16,0.0,1.66,2.84,0.94,1.18,0.6,0.0,0.45,0.0,1.38,0.06,1.46,0.0,1.45,7,07-20-pn7957
0,1.0,1.99,0.0,0.07,0.0,0.13,0.0,0.0,0.41,0.0,0.62,0.44,0.0,0.11,0.0,1.7,0.75,3,03-23-pn7289
0,0.0,0.0,0.0,0.02,0.0,0.8,0.82,0.0,0.05,0.31,0.66,0.03,0.0,0.24,0.49,0.57,0.04,5,05-19-pn6423
0,0.0,0.07,0.0,0.12,0.31,0.66,1.06,1.5,1.64,0.8,0.69,0.0,1.28,0.0,3.91,1.39,0.0,5,05-10-pn630
0,0.33,0.22,0.26,0.01,0.01,1.21,1.2,1.34,0.0,0.0,1.54,0.41,0.0,0.0,1.17,1.49,0.9,7,07-05-pn1213
0,0.0,1.24,0.0,1.33,0.58,0.61,1.56,2.39,1.65,0.01,1.4,0.66,0.68,0.0,2.89,1.04,0.0,3,03-13-pn5255
0,0.78,0.22,0.17,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.72,0.18,0.0,0.0,0.21,0.13,4,04-11-pn7877
0,0.0,0.35,0.18,0.0,0.0,0.0,0.67,0.51,0.0,0.0,0.16,0.06,0.0,0.0,3.52,1.83,4.37,5,05-18-pn3225
0,0.0,1.23,0.0,1.18,0.31,1.84,0.3,0.2,2.19,0.82,0.0,0.0,0.97,0.0,2.0,0.63,0.0,3,03-10-pn6704
0,0.83,0.02,1.88,0.92,1.15,1.27,0.49,2.03,1.91,1.69,0.0,0.0,1.86,0.0,3.74,1.6,0.0,8,08-24-pn7011
0,0.31,0.0,0.74,0.78,0.22,0.0,0.0,0.45,0.28,0.41,0.79,0.0,1.5,0.0,4.08,1.72,0.23,5,05-06-pn2326
0,1.2,2.02,0.0,0.92,0.0,0.0,0.0,0.13,1.52,1.62,0.0,0.02,1.06,0.26,0.75,0.06,4.6,2,02-08-pn6664
0,0.28,0.0,1.26,0.0,0.0,0.38,0.77,0.0,0.0,0.21,0.07,0.01,0.98,0.0,1.73,2.07,0.91,4,04-03-pn4840
0,0.85,0.72,0.0,0.0,0.11,1.43,0.0,0.66,0.9,1.15,0.05,1.01,0.0,0.5,0.23,0.67,0.01,2,02-21-pn4593
0,0.91,1.28,0.23,0.0,0.0,0.96,0.0,0.46,0.36,0.41,0.0,0.08,0.0,0.0,1.21,2.01,0.04,2,02-21-pn2025
0,0.0,0.0,0.54,0.39,0.0,0.23,0.66,0.53,0.0,0.0,0.88,0.31,0.0,0.03,0.65,0.48,0.51,8,08-22-pn7909
0,1.66,0.0,2.02,0.0,0.3,0.63,0.0,0.0,0.0,0.5,1.02,0.97,1.7,0.14,1.08,1.6,2.13,4,04-06-pn6106
0,0.01,0.56,0.55,0.0,0.0,0.43,0.29,0.0,0.53,0.51,0.62,0.0,0.39,0.04,0.58,0.41,1.17,5,05-18-pn4685
0,0.27,0.0,0.0,0.0,0.0,1.98,0.0,0.01,0.54,0.0,0.0,0.0,0.15,0.0,1.44,1.89,0.14,3,03-12-pn5583
0,0.96,0.77,0.14,0.68,0.0,0.13,0.3,0.0,0.0,0.0,0.5,0.31,0.85,0.21,0.99,0.93,0.0,5,05-04-pn168
0,1.19,2.07,0.0,0.48,1.48,1.8,1.07,2.16,2.35,1.47,0.48,0.0,1.35,0.0,3.34,0.9,1.59,3,03-08-pn6507
0,0.0,0.15,0.0,0.42,0.0,0.71,1.25,0.67,0.18,0.0,0.75,0.0,0.0,0.0,0.8,1.19,0.41,1,01-13-pn2953
0,0.78,0.0,2.14,0.3,0.16,0.19,0.0,0.69,0.0,0.0,1.33,0.18,1.81,0.0,3.35,2.08,0.95,4,04-06-pn6103
0,0.56,0.0,1.93,0.0,1.15,3.43,1.8,2.47,0.74,0.0,0.88,0.36,0.58,0.0,2.44,2.61,0.0,7,07-12-pn9266
0,0.43,0.76,0.5,0.6,0.73,0.0,0.35,1.73,1.52,1.44,1.18,0.54,1.05,0.0,3.65,2.51,0.29,3,03-06-pn6834
0,0.03,0.27,0.0,0.0,2.47,4.03,1.34,2.04,2.06,1.7,0.85,0.85,0.48,0.0,0.52,0.72,1.22,4,04-16-pn7634
0,0.28,1.1,0.0,0.0,0.96,0.68,0.91,1.14,2.39,1.02,0.0,0.0,1.16,0.0,3.21,1.04,1.11,2,02-18-pn6289
0,0.35,0.0,0.0,0.0,1.48,2.35,0.4,1.58,3.01,1.17,0.0,0.0,0.41,0.0,2.26,0.0,0.0,3,03-12-pn4994
0,0.0,0.48,0.0,0.38,0.0,0.0,0.29,0.0,0.18,0.51,0.49,0.59,0.0,0.0,0.0,0.0,0.03,3,03-11-pn1435
0,1.31,0.78,1.14,0.0,1.67,2.95,1.21,1.55,1.39,1.28,0.0,0.0,0.49,0.0,5.0,3.15,0.72,6,06-18-pn4364
0,0.0,0.0,0.33,0.0,2.21,2.49,0.36,3.0,3.23,1.77,0.0,0.0,0.59,0.0,2.73,0.66,0.14,3,03-01-pn757
0,0.0,0.01,2.06,0.0,0.98,2.85,1.23,1.61,0.16,0.53,0.19,0.0,0.0,0.0,1.71,1.46,0.3,7,07-21-pn8047
0,0.0,0.0,1.11,0.0,0.45,0.99,0.5,1.0,0.37,0.81,0.0,0.0,1.19,0.18,0.8,0.63,2.84,2,02-01-pn2374
0,0.0,0.12,0.0,0.4,0.13,1.12,1.22,1.33,0.14,0.0,0.7,0.39,0.59,0.0,1.31,0.62,0.37,4,04-13-pn9424
0,1.69,3.17,0.0,0.89,0.0,1.5,0.06,0.0,0.76,0.0,0.0,0.0,0.02,0.0,1.16,0.36,0.8,3,03-20-pn6645
0,0.0,0.87,0.0,0.0,0.03,1.59,0.82,0.18,0.2,0.49,0.24,0.0,0.52,0.0,1.1,1.37,2.01,1,01-16-pn9080
0,0.68,1.7,0.02,0.0,0.0,0.0,0.02,0.0,0.09,0.29,0.96,0.0,0.41,0.01,0.69,0.74,1.04,1,01-18-pn7683
0,0.0,0.28,0.0,0.34,0.0,0.15,0.37,0.0,0.0,0.08,0.69,0.15,0.63,0.33,0.0,0.0,0.26,1,01-20-pn6083
0,1.25,0.0,2.99,0.0,2.34,3.33,1.48,1.51,1.67,2.12,0.52,0.31,1.99,0.0,4.13,2.52,2.13,4,04-18-pn4186
0,0.0,0.06,0.44,0.0,0.0,0.4,0.53,0.0,0.0,0.78,0.29,0.0,0.45,0.0,0.67,0.94,3.93,5,05-15-pn9070
0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.24,0.0,1.2,0.37,2,02-23-pn4727
0,0.0,0.0,2.26,0.0,1.34,2.09,3.79,1.95,0.0,1.39,0.6,0.42,1.44,0.0,0.9,0.55,2.1,7,07-03-pn5905
0,0.0,0.73,0.0,0.2,0.0,0.66,0.0,0.0,0.03,0.0,0.18,0.0,0.35,0.0,0.95,0.78,0.62,2,02-10-pn682
0,0.7,1.79,0.0,0.0,0.8,0.95,0.82,0.99,2.22,1.14,0.0,0.0,0.37,0.0,2.85,0.89,2.45,2,02-18-pn6045
0,0.69,0.05,1.12,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.17,0.0,2.87,1.68,0.17,4,04-06-pn5177
0,0.18,0.03,1.51,0.0,0.93,2.83,0.94,1.47,0.31,0.31,0.02,0.0,0.0,0.0,1.37,0.64,0.52,7,07-21-pn8373
0,0.0,0.37,0.68,2.23,0.0,0.0,0.21,0.0,0.0,0.0,0.45,0.0,0.03,0.0,1.74,1.79,0.0,8,08-10-pn6471
0,0.0,0.0,0.0,0.0,0.11,0.95,0.7,0.51,0.23,0.43,0.05,0.0,0.0,0.05,1.31,1.01,0.53,1,01-07-pn2567
0,0.84,0.46,0.07,0.69,0.0,0.86,0.0,0.33,0.1,0.0,0.29,0.0,0.84,0.0,1.77,2.73,0.0,1,01-12-pn5004
0,0.0,0.14,0.0,0.51,0.0,0.0,0.75,0.76,0.0,0.0,0.55,0.0,0.46,0.0,1.05,1.3,0.66,4,04-13-pn8783
0,0.0,0.04,0.2,0.0,0.0,0.55,0.22,0.51,0.05,0.0,0.8,0.0,0.18,0.0,0.0,0.0,0.0,7,07-02-pn6416
0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.06,0.0,1.37,0.05,4.55,1,01-10-pn1191
0,0.0,0.0,1.1,0.0,1.75,2.68,1.58,2.19,1.18,1.89,1.6,2.12,1.11,0.63,0.33,1.15,0.62,4,04-19-pn2241
0,0.0,0.0,1.13,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.65,0.0,2.6,1.22,0.29,8,08-06-pn6163
0,2.22,2.61,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.72,1.4,0.24,0.83,1.53,0.0,6,06-04-pn268
0,0.85,0.0,1.73,0.0,1.19,3.24,1.13,1.68,0.71,1.23,0.76,0.38,0.81,0.0,0.14,0.17,1.19,7,07-16-pn7663
0,2.02,3.81,0.0,0.0,0.0,1.3,0.0,0.0,0.76,0.37,0.0,0.07,0.65,0.26,1.0,0.25,2.28,2,02-08-pn1519
0,0.0,0.0,1.33,0.0,0.12,0.87,0.38,1.12,0.05,1.31,0.0,0.28,0.97,0.16,0.89,1.62,0.54,5,05-01-pn3230
0,1.1,0.95,0.0,0.48,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.89,0.83,1,01-05-pn9823
0,0.16,0.0,3.39,0.28,2.11,4.09,3.11,2.94,1.34,2.24,0.0,0.0,0.5,0.04,2.8,0.71,0.71,7,07-01-pn7254
0,0.91,0.87,0.0,0.0,0.55,1.67,0.0,0.39,1.04,0.66,0.0,0.98,0.0,0.57,0.19,0.57,0.22,3,03-21-pn6960
0,0.0,0.0,0.0,0.29,2.57,2.55,0.48,3.12,3.37,1.97,0.0,0.0,0.61,0.24,3.28,1.41,0.1,3,03-01-pn1187
0,0.47,0.0,0.82,0.0,0.12,0.0,0.0,0.72,0.0,0.0,0.6,0.47,0.0,0.14,1.35,0.41,0.0,7,07-14-pn2162
1,1.01,0.49,1.51,2.14,0.0,0.3,0.0,1.01,1.04,0.0,0.34,0.08,0.53,0.17,0.0,0.0,0.0,7,07-14-pn2162
0,1.07,0.13,3.25,0.18,1.55,3.17,0.97,2.16,1.77,1.61,0.0,0.0,0.36,0.09,2.09,0.41,2.49,7,07-09-pn2604
0,0.84,0.23,1.25,0.76,0.21,2.03,1.5,0.58,0.0,0.21,0.75,0.6,0.99,0.01,2.42,0.99,0.0,7,07-04-pn573
0,1.34,2.12,1.05,1.77,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.03,0.0,6,06-09-pn5112
0,0.53,0.41,0.8,0.79,0.0,0.84,0.07,0.8,0.67,0.32,0.0,0.0,0.74,0.0,1.95,1.28,1.17,6,06-17-pn590
0,0.0,0.0,0.29,0.08,0.08,1.31,1.46,0.25,0.0,0.0,0.19,0.0,0.0,0.0,0.38,0.38,0.58,7,07-22-pn5121
0,0.0,0.0,1.37,0.0,1.69,2.13,2.75,2.06,0.62,0.86,0.94,0.14,0.0,0.0,1.43,0.0,0.45,7,07-19-pn8789
0,0.0,0.53,0.0,0.0,0.91,1.79,1.41,1.72,0.81,0.98,0.67,0.0,1.92,0.0,2.31,1.42,0.37,5,05-16-pn8523
0,0.0,0.0,0.0,0.0,1.86,4.09,1.66,1.32,1.51,0.25,0.32,0.0,0.0,0.0,1.08,1.35,0.93,3,03-16-pn2784
0,0.13,0.88,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.63,1.05,0.7,4,04-10-pn5069
0,0.0,0.02,0.0,0.0,0.0,0.36,0.8,0.26,0.33,0.0,0.26,0.4,0.32,0.0,0.0,0.73,0.75,4,04-13-pn3215
0,0.57,0.46,0.0,0.93,0.0,0.0,0.45,0.43,0.0,0.33,0.94,0.0,0.59,0.0,2.1,1.51,0.26,5,05-05-pn2492
0,0.0,0.87,0.47,0.3,0.0,0.69,0.0,0.0,1.21,0.87,0.0,0.0,0.42,0.0,0.77,0.13,0.73,2,02-18-pn6287
0,1.42,0.0,1.69,0.2,1.26,3.22,1.56,1.25,0.95,1.82,0.24,0.46,2.28,0.0,1.23,1.21,0.99,4,04-03-pn8394
0,0.35,0.15,0.39,0.0,0.0,0.08,0.55,0.7,0.03,0.0,0.29,0.14,0.0,0.0,1.13,0.48,3.96,6,06-22-pn6617
0,2.13,3.99,0.0,3.33,0.0,0.0,0.0,0.0,0.24,0.0,1.36,0.52,0.05,0.0,0.26,1.57,0.02,8,08-23-pn5394
0,0.0,0.0,0.0,0.59,0.18,0.65,1.57,0.63,0.14,0.12,0.12,0.0,0.63,0.0,1.38,1.49,0.0,5,05-03-pn6853
0,0.0,0.0,0.56,0.0,0.0,0.32,0.41,0.0,0.0,0.0,0.02,0.0,0.61,0.0,0.0,0.61,0.45,1,01-03-pn2612
0,0.28,0.57,0.73,0.05,0.0,1.39,0.0,0.0,0.06,0.25,0.08,1.03,0.0,0.21,0.0,0.92,0.0,6,06-21-pn4256
0,0.52,0.0,0.58,0.0,0.0,0.0,0.0,0.93,0.42,0.41,0.04,0.0,0.0,0.09,1.83,1.41,0.58,5,05-17-pn2742
0,1.35,1.33,0.0,1.37,0.0,0.58,0.38,1.7,0.64,0.07,0.51,0.08,0.0,0.0,3.01,1.79,0.16,5,05-08-pn7573
0,1.15,0.3,2.48,0.0,0.13,1.0,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.46,2.57,4,04-09-pn146
0,1.86,1.76,0.45,0.0,0.0,0.51,0.0,0.0,0.08,0.0,0.0,0.0,0.67,0.0,2.34,1.98,3.04,4,04-24-pn241
0,0.67,0.08,1.18,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.8,1.0,8,08-17-pn2902
0,0.44,0.09,0.2,0.26,0.0,0.49,0.0,0.0,0.0,0.0,0.21,0.0,0.27,0.14,0.72,0.33,0.28,1,01-14-pn9041
0,2.4,1.71,0.15,1.84,0.45,1.83,0.15,0.18,0.75,1.52,0.68,1.34,2.6,0.85,1.7,1.83,0.01,4,04-04-pn7759
0,0.69,0.0,0.4,0.0,0.0,0.59,0.5,1.41,0.53,0.16,0.24,0.0,0.12,0.0,2.73,2.07,0.77,5,05-17-pn2740
0,0.95,0.18,0.03,0.0,0.22,0.72,0.43,1.33,0.36,0.03,0.07,0.14,0.65,0.0,2.64,0.77,0.0,7,07-24-pn1692
0,0.0,0.0,0.0,0.0,1.11,2.68,0.17,0.03,1.85,1.06,0.0,0.36,1.28,0.0,0.0,0.0,0.89,2,02-16-pn7871
0,0.98,0.66,0.0,0.12,0.0,0.87,0.0,0.0,0.41,0.14,0.0,0.0,0.3,0.0,0.53,0.69,0.0,3,03-12-pn8859
0,0.0,1.31,0.0,3.11,0.0,0.0,0.05,0.0,0.0,0.0,0.31,0.0,0.08,0.0,0.88,1.23,0.0,8,08-10-pn333
0,0.09,1.46,0.0,1.0,0.95,0.68,1.2,2.43,2.17,0.0,1.26,0.05,1.03,0.0,2.95,0.0,0.0,3,03-13-pn8276
0,0.36,1.03,0.0,0.9,1.95,0.66,0.89,0.8,1.58,0.79,1.16,0.01,2.28,0.0,0.94,0.0,2.24,3,03-20-pn8103
0,0.05,0.72,0.23,0.19,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,1.47,0.97,0.0,6,06-02-pn6390
0,0.0,0.0,0.02,0.0,1.21,2.07,0.51,0.64,2.62,1.17,0.0,0.0,0.72,0.0,1.01,0.0,0.0,3,03-02-pn2745
0,0.0,0.26,0.0,0.47,0.0,0.0,0.63,0.49,0.21,0.0,0.22,0.0,0.0,0.0,1.56,0.87,0.26,6,06-13-pn1470
0,2.06,1.37,0.0,0.0,0.79,3.79,0.0,1.04,2.34,0.43,0.0,0.0,0.42,0.0,2.79,2.39,1.56,8,08-12-pn2353
0,0.92,0.12,0.94,2.04,0.0,1.0,0.0,0.0,0.03,0.61,0.0,0.0,0.26,0.0,2.26,1.82,0.16,6,06-05-pn6139
0,0.48,0.0,1.63,0.62,0.0,0.96,0.0,0.62,0.04,0.16,0.19,0.17,0.77,0.14,1.94,2.1,0.0,6,06-14-pn7040
0,0.0,0.0,0.32,0.59,0.0,0.53,0.23,0.31,0.0,0.0,0.35,0.0,0.0,0.0,1.42,1.77,0.0,8,08-07-pn2095
0,0.0,0.0,0.72,0.0,0.0,0.0,0.63,0.21,0.0,0.66,2.4,2.78,0.58,0.16,0.0,0.0,3.77,7,07-15-pn5969
0,0.84,0.47,0.89,0.0,0.0,1.33,0.0,0.35,0.0,0.21,0.31,0.0,0.0,0.0,1.72,2.18,0.0,6,06-21-pn9792
0,0.81,0.58,0.12,1.32,0.0,0.13,0.0,0.12,0.05,0.15,0.31,0.3,0.46,0.0,2.28,1.26,0.0,5,05-24-pn1063
0,0.0,0.0,0.0,0.45,0.0,0.0,0.83,0.61,0.1,0.03,1.71,0.78,0.0,0.0,0.1,0.94,0.0,4,04-11-pn1608
0,0.45,0.57,0.51,1.46,0.36,0.0,0.0,1.04,0.94,0.79,0.6,0.0,1.75,0.0,4.47,2.14,0.24,8,08-06-pn6166
0,1.2,0.67,0.0,4.23,0.0,0.0,0.0,0.0,0.22,0.14,0.53,0.0,0.0,0.0,2.05,2.16,0.0,5,05-05-pn4833
0,0.4,0.67,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.28,0.0,0.64,0.5,0.11,5,05-24-pn4203
0,0.48,0.0,1.3,0.0,0.3,0.7,0.51,0.74,0.0,0.0,0.52,0.0,0.0,0.0,2.64,2.2,0.27,4,04-07-pn6767
0,0.0,0.31,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.91,0.5,0.39,0.12,0.0,0.0,0.2,0.76,5,05-15-pn7603
0,0.0,0.69,0.0,0.0,0.0,0.94,0.38,0.0,0.0,0.03,0.83,0.0,0.29,0.0,0.0,0.05,0.54,1,01-16-pn3285
0,1.08,1.65,0.0,0.44,0.0,0.0,0.27,0.12,0.0,0.0,0.52,0.0,0.0,0.0,1.86,1.85,0.24,8,08-07-pn4946
0,1.21,0.4,3.03,0.0,1.72,3.15,2.04,2.66,0.7,0.98,0.83,0.0,0.0,0.0,2.58,1.55,0.97,4,04-09-pn1505
0,0.55,0.0,0.09,0.15,0.0,1.55,0.0,0.04,0.0,0.0,0.43,0.0,0.52,0.0,0.86,1.44,0.0,6,06-12-pn5054
0,1.75,3.19,0.0,0.0,0.0,0.04,0.0,0.0,0.54,0.69,0.0,0.0,0.0,0.0,1.5,0.91,0.22,2,02-21-pn4289
0,0.39,0.25,0.83,0.0,0.01,1.78,0.04,0.56,0.08,0.0,0.49,0.06,0.0,0.0,1.7,1.78,0.0,8,08-21-pn2770
